location,price,type,bds,ba,area,zip_code,url,total_found
"1701 Scenic Way, Anchorage, AK 99501",650000,House for sale,3,3,2273,99501,https://www.zillow.com/homedetails/1701-Scenic-Way-Anchorage-AK-99501/1105_zpid/,153
"315 E 12th Ave #143, Anchorage, AK 99501",165000,Condo for sale,2,2,917,99501,https://www.zillow.com/homedetails/315-E-12th-Ave-143-Anchorage-AK-99501/2077869041_zpid/,153
"1300 W 7th Ave APT 115, Anchorage, AK 99501",230000,Condo for sale,2,2,1047,99501,https://www.zillow.com/homedetails/1300-W-7th-Ave-APT-115-Anchorage-AK-99501/347_zpid/,153
"1536 Medfra St, Anchorage, AK 99501",459900,Apartment for sale,8,4,3264,99501,https://www.zillow.com/homedetails/1536-Medfra-St-Anchorage-AK-99501/2077897323_zpid/,153
"1581 Nelchina St APT A1, Anchorage, AK 99501",249000,Townhouse for sale,2,3,1669,99501,https://www.zillow.com/homedetails/1581-Nelchina-St-APT-A1-Anchorage-AK-99501/4741_zpid/,153
"704 Top Rail Ln #704, Anchorage, AK 99501",437500,Townhouse for sale,2,3,1318,99501,https://www.zillow.com/homedetails/704-Top-Rail-Ln-704-Anchorage-AK-99501/2077955527_zpid/,153
"1201 Medfra St, Anchorage, AK 99501",135000,Apartment for sale,2,2,1344,99501,https://www.zillow.com/homedetails/1201-Medfra-St-Anchorage-AK-99501/4431_zpid/,153
"935 E 13th Ave, Anchorage, AK 99501",355000,Apartment for sale,8,4,2900,99501,https://www.zillow.com/homedetails/935-E-13th-Ave-Anchorage-AK-99501/2122599550_zpid/,153
"315 E 12th Ave UNIT 445, Anchorage, AK 99501",139900,Condo for sale,1,1,705,99501,https://www.zillow.com/homedetails/315-E-12th-Ave-UNIT-445-Anchorage-AK-99501/2078012528_zpid/,153
"1566 F St, Anchorage, AK 99501",759000,House for sale,5,4,3686,99501,https://www.zillow.com/homedetails/1566-F-St-Anchorage-AK-99501/3849_zpid/,153
"1523 W 12th Ave, Anchorage, AK 99501",515000,Apartment for sale,6,4,2112,99501,https://www.zillow.com/homedetails/1523-W-12th-Ave-Anchorage-AK-99501/396_zpid/,153
"836 M St APT 102, Anchorage, AK 99501",159900,Condo for sale,1,1,853,99501,https://www.zillow.com/homedetails/836-M-St-APT-102-Anchorage-AK-99501/175_zpid/,153
"342 W 11th Ave, Anchorage, AK 99501",689000,Apartment for sale,5,4,2519,99501,https://www.zillow.com/homedetails/342-W-11th-Ave-Anchorage-AK-99501/3666_zpid/,153
"1111 Hyder St, Anchorage, AK 99501",289900,House for sale,5,2,1640,99501,https://www.zillow.com/homedetails/1111-Hyder-St-Anchorage-AK-99501/79541017_zpid/,153
"310 E 11th Ave UNIT 314, Anchorage, AK 99501",162500,Condo for sale,1,2,936,99501,https://www.zillow.com/homedetails/310-E-11th-Ave-UNIT-314-Anchorage-AK-99501/2089281911_zpid/,153
"1333 E 9th Ave #1, Anchorage, AK 99501",550000,House for sale,6,5,3864,99501,https://www.zillow.com/homedetails/1333-E-9th-Ave-1-Anchorage-AK-99501/2078087903_zpid/,153
"1333 E 9th Ave, Anchorage, AK 99501",550000,Apartment for sale,6,5,3864,99501,https://www.zillow.com/homedetails/1333-E-9th-Ave-Anchorage-AK-99501/2078100303_zpid/,153
"911 R St, Anchorage, AK 99501",449500,House for sale,4,2,1728,99501,https://www.zillow.com/homedetails/911-R-St-Anchorage-AK-99501/422_zpid/,153
"1476 Northbluff Dr #29, Anchorage, AK 99501",369900,Townhouse for sale,3,3,1852,99501,https://www.zillow.com/homedetails/1476-Northbluff-Dr-29-Anchorage-AK-99501/119402467_zpid/,153
"1001 E St APT 3, Anchorage, AK 99501",470000,Condo for sale,2,3,1353,99501,https://www.zillow.com/homedetails/1001-E-St-APT-3-Anchorage-AK-99501/2079477023_zpid/,153
"708 Top Rail Ln #708, Anchorage, AK 99501",437500,Townhouse for sale,2,3,1318,99501,https://www.zillow.com/homedetails/708-Top-Rail-Ln-708-Anchorage-AK-99501/2079748787_zpid/,153
"1405 Northbluff Dr #9, Anchorage, AK 99501",324900,Townhouse for sale,2,2,1452,99501,https://www.zillow.com/homedetails/1405-Northbluff-Dr-9-Anchorage-AK-99501/112359782_zpid/,153
"1110 W 6th Ave APT 107, Anchorage, AK 99501",169900,Condo for sale,1,1,550,99501,https://www.zillow.com/homedetails/1110-W-6th-Ave-APT-107-Anchorage-AK-99501/229_zpid/,153
"1625 Sitka St APT 304, Anchorage, AK 99501",157000,Condo for sale,3,1,1005,99501,https://www.zillow.com/homedetails/1625-Sitka-St-APT-304-Anchorage-AK-99501/2078157041_zpid/,153
"627 N St, Anchorage, AK 99501",1750000,Townhouse for sale,11,6,5300,99501,https://www.zillow.com/homedetails/627-N-St-Anchorage-AK-99501/2078163692_zpid/,153
"1026 P St #7, Anchorage, AK 99501",158000,Condo for sale,2,1,704,99501,https://www.zillow.com/homedetails/1026-P-St-7-Anchorage-AK-99501/2078171835_zpid/,153
"1170 Denali St UNIT 332, Anchorage, AK 99501",99900,Condo for sale,1,1,649,99501,https://www.zillow.com/homedetails/1170-Denali-St-UNIT-332-Anchorage-AK-99501/2078182412_zpid/,153
"927 Juneau St, Anchorage, AK 99501",175904,Auction,,,8370,99501,https://www.zillow.com/homedetails/927-Juneau-St-Anchorage-AK-99501/82588256_zpid/,153
"637 Fairbanks St, Anchorage, AK 99501",125000,Lot / Land for sale,,,,99501,https://www.zillow.com/homedetails/637-Fairbanks-St-Anchorage-AK-99501/3183_zpid/,153
"380 E 11th Ave #B-422, Anchorage, AK 99501",137500,Condo for sale,1,1,651,99501,https://www.zillow.com/homedetails/380-E-11th-Ave-B-422-Anchorage-AK-99501/3478_zpid/,153
"1620 Eastridge Dr APT 202, Anchorage, AK 99501",129000,Condo for sale,2,1,855,99501,https://www.zillow.com/homedetails/1620-Eastridge-Dr-APT-202-Anchorage-AK-99501/2078237463_zpid/,153
"1014 Tyonek Dr, Anchorage, AK 99501",339000,House for sale,3,2,1680,99501,https://www.zillow.com/homedetails/1014-Tyonek-Dr-Anchorage-AK-99501/4659_zpid/,153
"120 W 11th Ave, Anchorage, AK 99501",410000,For sale by owner,3,2,2000,99501,https://www.zillow.com/homedetails/120-W-11th-Ave-Anchorage-AK-99501/3678_zpid/,153
"1234 Latouche St, Anchorage, AK 99501",599000,Apartment for sale,8,4,3960,99501,https://www.zillow.com/homedetails/1234-Latouche-St-Anchorage-AK-99501/2123541381_zpid/,153
"717 O St APT 2, Anchorage, AK 99501",240000,Condo for sale,2,2,891,99501,https://www.zillow.com/homedetails/717-O-St-APT-2-Anchorage-AK-99501/119402285_zpid/,153
"1476 Northbluff Dr #29, Anchorage, AK 99501",369900,Townhouse for sale,3,3,1852,99501,https://www.zillow.com/homedetails/1476-Northbluff-Dr-29-Anchorage-AK-99501/119402467_zpid/,153
"639 N St UNIT 102, Anchorage, AK 99501",299000,Condo for sale,1,2,977,99501,https://www.zillow.com/homedetails/639-N-St-UNIT-102-Anchorage-AK-99501/2078298550_zpid/,153
"1333 E 9th Ave #1, Anchorage, AK 99501",550000,House for sale,6,5,3864,99501,https://www.zillow.com/homedetails/1333-E-9th-Ave-1-Anchorage-AK-99501/2078087903_zpid/,153
"1026 P St #7, Anchorage, AK 99501",158000,Condo for sale,2,1,704,99501,https://www.zillow.com/homedetails/1026-P-St-7-Anchorage-AK-99501/2078171835_zpid/,153
"712 Cedar St, Anchorage, AK 99501",349000,Apartment for sale,6,2,1794,99501,https://www.zillow.com/homedetails/712-Cedar-St-Anchorage-AK-99501/2958_zpid/,153
"412 E 11th Ave, Anchorage, AK 99501",349900,House for sale,3,2,1664,99501,https://www.zillow.com/homedetails/412-E-11th-Ave-Anchorage-AK-99501/3409_zpid/,153
"1239 I St, Anchorage, AK 99501",499900,Apartment for sale,5,4,2475,99501,https://www.zillow.com/homedetails/1239-I-St-Anchorage-AK-99501/502_zpid/,153
"1620 Eastridge Dr APT 202, Anchorage, AK 99501",129000,Condo for sale,2,1,855,99501,https://www.zillow.com/homedetails/1620-Eastridge-Dr-APT-202-Anchorage-AK-99501/2078237463_zpid/,153
"209 W 14th Ave, Anchorage, AK 99501",695000,Apartment for sale,8,6,4568,99501,https://www.zillow.com/homedetails/209-W-14th-Ave-Anchorage-AK-99501/2125906252_zpid/,153
"1625 Sitka St APT 304, Anchorage, AK 99501",157000,Condo for sale,3,1,1005,99501,https://www.zillow.com/homedetails/1625-Sitka-St-APT-304-Anchorage-AK-99501/2078157041_zpid/,153
"528 Coastal Pl #5, Anchorage, AK 99501",1299000,Condo for sale,3,3,2200,99501,https://www.zillow.com/homedetails/528-Coastal-Pl-5-Anchorage-AK-99501/2079068354_zpid/,153
"935 E 13th Ave, Anchorage, AK 99501",355000,Apartment for sale,8,4,2900,99501,https://www.zillow.com/homedetails/935-E-13th-Ave-Anchorage-AK-99501/2122599550_zpid/,153
"1821 Parkside Dr, Anchorage, AK 99501",259900,Townhouse for sale,3,3,1442,99501,https://www.zillow.com/homedetails/1821-Parkside-Dr-Anchorage-AK-99501/6554_zpid/,153
"1021 W 12th Ave, Anchorage, AK 99501",649000,House for sale,4,2,2064,99501,https://www.zillow.com/homedetails/1021-W-12th-Ave-Anchorage-AK-99501/573_zpid/,153
"525 W 3rd Ave APT 306, Anchorage, AK 99501",119900,Condo for sale,,1,399,99501,https://www.zillow.com/homedetails/525-W-3rd-Ave-APT-306-Anchorage-AK-99501/3124_zpid/,153
"1300 W 7th Ave APT 306, Anchorage, AK 99501",233000,Condo for sale,2,1,1061,99501,https://www.zillow.com/homedetails/1300-W-7th-Ave-APT-306-Anchorage-AK-99501/330_zpid/,153
"101 W 13th Ave UNIT 201, Anchorage, AK 99501",317500,Condo for sale,2,2,1459,99501,https://www.zillow.com/homedetails/101-W-13th-Ave-UNIT-201-Anchorage-AK-99501/82588546_zpid/,153
"1170 Denali St UNIT 332, Anchorage, AK 99501",99900,Condo for sale,1,1,649,99501,https://www.zillow.com/homedetails/1170-Denali-St-UNIT-332-Anchorage-AK-99501/2078182412_zpid/,153
"525 W 3rd Ave APT 101, Anchorage, AK 99501",129900,Condo for sale,1,1,591,99501,https://www.zillow.com/homedetails/525-W-3rd-Ave-APT-101-Anchorage-AK-99501/3099_zpid/,153
"333 M St APT 210, Anchorage, AK 99501",365000,Condo for sale,2,3,2087,99501,https://www.zillow.com/homedetails/333-M-St-APT-210-Anchorage-AK-99501/69_zpid/,153
"425 E Harvard Ave, Anchorage, AK 99501",325000,Foreclosure,7,8,4761,99501,https://www.zillow.com/homedetails/425-E-Harvard-Ave-Anchorage-AK-99501/2823_zpid/,153
"528 Coastal Pl #6, Anchorage, AK 99501",1275000,Condo for sale,3,3,2200,99501,https://www.zillow.com/homedetails/528-Coastal-Pl-6-Anchorage-AK-99501/2079068353_zpid/,153
"1126 E 16th Ave #B-406, Anchorage, AK 99501",289500,Condo for sale,2,2,1373,99501,https://www.zillow.com/homedetails/1126-E-16th-Ave-B-406-Anchorage-AK-99501/119402226_zpid/,153
"1014 Tyonek Dr, Anchorage, AK 99501",339000,House for sale,3,2,1680,99501,https://www.zillow.com/homedetails/1014-Tyonek-Dr-Anchorage-AK-99501/4659_zpid/,153
"2215 Radiant Cir, Anchorage, AK 99501",265000,Townhouse for sale,4,2,1428,99501,https://www.zillow.com/homedetails/2215-Radiant-Cir-Anchorage-AK-99501/6430_zpid/,153
"704 Top Rail Ln #704, Anchorage, AK 99501",437500,Townhouse for sale,2,3,1318,99501,https://www.zillow.com/homedetails/704-Top-Rail-Ln-704-Anchorage-AK-99501/2077955527_zpid/,153
"333 M St APT 403, Anchorage, AK 99501",479000,Townhouse for sale,2,3,1461,99501,https://www.zillow.com/homedetails/333-M-St-APT-403-Anchorage-AK-99501/75_zpid/,153
"836 M St APT 102, Anchorage, AK 99501",159900,Condo for sale,1,1,853,99501,https://www.zillow.com/homedetails/836-M-St-APT-102-Anchorage-AK-99501/175_zpid/,153
"411 D St, Anchorage, AK 99501",1350000,Apartment for sale,1,1,17413,99501,https://www.zillow.com/homedetails/411-D-St-Anchorage-AK-99501/2083720525_zpid/,153
"1320 Chance Ct, Anchorage, AK 99501",289900,Apartment for sale,4,2,1664,99501,https://www.zillow.com/homedetails/1320-Chance-Ct-Anchorage-AK-99501/4562_zpid/,153
"239 W 13th Ave #239, Anchorage, AK 99501",225000,Townhouse for sale,2,2,800,99501,https://www.zillow.com/homedetails/239-W-13th-Ave-239-Anchorage-AK-99501/2078403078_zpid/,153
"250 Cook Inlet Loop #6B, Anchorage, AK 99501",319900,Townhouse for sale,3,3,1793,99501,https://www.zillow.com/homedetails/250-Cook-Inlet-Loop-6B-Anchorage-AK-99501/124732509_zpid/,153
"1130 W 6th Ave APT 2, Anchorage, AK 99501",297000,Condo for sale,1,1,761,99501,https://www.zillow.com/homedetails/1130-W-6th-Ave-APT-2-Anchorage-AK-99501/284_zpid/,153
"1333 E 9th Ave, Anchorage, AK 99501",550000,Apartment for sale,6,5,3864,99501,https://www.zillow.com/homedetails/1333-E-9th-Ave-Anchorage-AK-99501/2078100303_zpid/,153
"222 E 7th Ave APT 106, Anchorage, AK 99501",432000,Condo for sale,3,2,1800,99501,https://www.zillow.com/homedetails/222-E-7th-Ave-APT-106-Anchorage-AK-99501/68029292_zpid/,153
"333 M St APT 208, Anchorage, AK 99501",408000,Condo for sale,2,3,1459,99501,https://www.zillow.com/homedetails/333-M-St-APT-208-Anchorage-AK-99501/67_zpid/,153
"222 E 7th Ave APT 307, Anchorage, AK 99501",664900,Condo for sale,3,2,1808,99501,https://www.zillow.com/homedetails/222-E-7th-Ave-APT-307-Anchorage-AK-99501/68029302_zpid/,153
"1429 Northbluff Dr #11, Anchorage, AK 99501",449900,Townhouse for sale,3,3,2222,99501,https://www.zillow.com/homedetails/1429-Northbluff-Dr-11-Anchorage-AK-99501/94645405_zpid/,153
"241 W 13th Ave #241, Anchorage, AK 99501",220000,Townhouse for sale,2,2,800,99501,https://www.zillow.com/homedetails/241-W-13th-Ave-241-Anchorage-AK-99501/2078402676_zpid/,153
"1033 E 10th Ave, Anchorage, AK 99501",350000,Apartment for sale,8,4,3060,99501,https://www.zillow.com/homedetails/1033-E-10th-Ave-Anchorage-AK-99501/2078812247_zpid/,153
"2003 Parkview Cir, Anchorage, AK 99501",--,Auction,3,3,1712,99501,https://www.zillow.com/homedetails/2003-Parkview-Cir-Anchorage-AK-99501/6517_zpid/,153
"528 Coastal Pl #3, Anchorage, AK 99501",1049000,Condo for sale,3,3,2200,99501,https://www.zillow.com/homedetails/528-Coastal-Pl-3-Anchorage-AK-99501/2079067852_zpid/,153
"836 M St APT 109, Anchorage, AK 99501",140000,Condo for sale,1,1,847,99501,https://www.zillow.com/homedetails/836-M-St-APT-109-Anchorage-AK-99501/181_zpid/,153
"201 Barrow St APT 313, Anchorage, AK 99501",175000,Condo for sale,2,2,1035,99501,https://www.zillow.com/homedetails/201-Barrow-St-APT-313-Anchorage-AK-99501/3060_zpid/,153
"1536 Medfra St, Anchorage, AK 99501",459900,Apartment for sale,8,4,3264,99501,https://www.zillow.com/homedetails/1536-Medfra-St-Anchorage-AK-99501/2077897323_zpid/,153
"201 Barrow St APT 208, Anchorage, AK 99501",139900,Condo for sale,1,1,705,99501,https://www.zillow.com/homedetails/201-Barrow-St-APT-208-Anchorage-AK-99501/3042_zpid/,153
"1645 Sitka St #303, Anchorage, AK 99501",149000,Condo for sale,2,1,868,99501,https://www.zillow.com/homedetails/1645-Sitka-St-303-Anchorage-AK-99501/2078529252_zpid/,153
"2071 Eastridge Dr, Anchorage, AK 99501",314900,Townhouse for sale,3,3,1567,99501,https://www.zillow.com/homedetails/2071-Eastridge-Dr-Anchorage-AK-99501/2077793468_zpid/,153
"243 W 13th Ave #243, Anchorage, AK 99501",225000,Townhouse for sale,2,2,800,99501,https://www.zillow.com/homedetails/243-W-13th-Ave-243-Anchorage-AK-99501/2080149195_zpid/,153
"528 Coastal Pl #4, Anchorage, AK 99501",999000,Condo for sale,3,3,2200,99501,https://www.zillow.com/homedetails/528-Coastal-Pl-4-Anchorage-AK-99501/2079067853_zpid/,153
"1405 Northbluff Dr #9, Anchorage, AK 99501",324900,Townhouse for sale,2,2,1452,99501,https://www.zillow.com/homedetails/1405-Northbluff-Dr-9-Anchorage-AK-99501/112359782_zpid/,153
"1561 Nelchina St APT C6, Anchorage, AK 99501",174999,Condo for sale,2,2,1222,99501,https://www.zillow.com/homedetails/1561-Nelchina-St-APT-C6-Anchorage-AK-99501/4730_zpid/,153
"1321 Denali St #15, Anchorage, AK 99501",224900,Townhouse for sale,2,2,1153,99501,https://www.zillow.com/homedetails/1321-Denali-St-15-Anchorage-AK-99501/68029335_zpid/,153
"528 Coastal Pl #1, Anchorage, AK 99501",875000,Condo for sale,3,3,2200,99501,https://www.zillow.com/homedetails/528-Coastal-Pl-1-Anchorage-AK-99501/2079068352_zpid/,153
"236 W 13th Ave, Anchorage, AK 99501",557000,Apartment for sale,12,8,4500,99501,https://www.zillow.com/homedetails/236-W-13th-Ave-Anchorage-AK-99501/2089897124_zpid/,153
"1201 Denali St APT 107, Anchorage, AK 99501",170000,Foreclosure,2,2,960,99501,https://www.zillow.com/homedetails/1201-Denali-St-APT-107-Anchorage-AK-99501/3587_zpid/,153
"310 E 11th Ave #A-316, Anchorage, AK 99501",148000,Condo for sale,2,1,900,99501,https://www.zillow.com/homedetails/310-E-11th-Ave-A-316-Anchorage-AK-99501/3437_zpid/,153
"315 E 12th Ave UNIT 445, Anchorage, AK 99501",139900,Condo for sale,1,1,705,99501,https://www.zillow.com/homedetails/315-E-12th-Ave-UNIT-445-Anchorage-AK-99501/2078012528_zpid/,153
"222 E 7th Ave APT 304, Anchorage, AK 99501",464000,Condo for sale,2,3,1416,99501,https://www.zillow.com/homedetails/222-E-7th-Ave-APT-304-Anchorage-AK-99501/68029300_zpid/,153
"1240 Denali St, Anchorage, AK 99501",500000,For sale by owner,,,,99501,https://www.zillow.com/homedetails/1240-Denali-St-Anchorage-AK-99501/3573_zpid/,153
"1135 Medfra St, Anchorage, AK 99501",275000,Apartment for sale,3,3,1756,99501,https://www.zillow.com/homedetails/1135-Medfra-St-Anchorage-AK-99501/54822363_zpid/,153
"1301 Medfra St, Anchorage, AK 99501",359000,Apartment for sale,4,4,2520,99501,https://www.zillow.com/homedetails/1301-Medfra-St-Anchorage-AK-99501/2122954336_zpid/,153
"619 E 5th Ave, Anchorage, AK 99501",629000,Lot / Land for sale,,,,99501,https://www.zillow.com/homedetails/619-E-5th-Ave-Anchorage-AK-99501/2077848549_zpid/,153
"1531 Juneau St, Anchorage, AK 99501",385000,Apartment for sale,8,7,3060,99501,https://www.zillow.com/homedetails/1531-Juneau-St-Anchorage-AK-99501/2078432743_zpid/,153
"911 E 10th Ave, Anchorage, AK 99501",799000,Apartment for sale,25,9,7671,99501,https://www.zillow.com/homedetails/911-E-10th-Ave-Anchorage-AK-99501/2078284247_zpid/,153
"1338 Juneau St, Anchorage, AK 99501",489900,Apartment for sale,8,4,3168,99501,https://www.zillow.com/homedetails/1338-Juneau-St-Anchorage-AK-99501/2118432924_zpid/,153
"708 Top Rail Ln #708, Anchorage, AK 99501",437500,Townhouse for sale,2,3,1318,99501,https://www.zillow.com/homedetails/708-Top-Rail-Ln-708-Anchorage-AK-99501/2079748787_zpid/,153
"0 Eyak Dr, Anchorage, AK 99501",350000,Lot / Land for sale,,,,99501,https://www.zillow.com/homedetails/0-Eyak-Dr-Anchorage-AK-99501/2080709089_zpid/,153
"310 E 11th Ave UNIT 317, Anchorage, AK 99501",162500,Condo for sale,2,1,900,99501,https://www.zillow.com/homedetails/310-E-11th-Ave-UNIT-317-Anchorage-AK-99501/2079196196_zpid/,153
"380 E 11th Ave UNIT 127, Anchorage, AK 99501",154900,Condo for sale,2,1,890,99501,https://www.zillow.com/homedetails/380-E-11th-Ave-UNIT-127-Anchorage-AK-99501/2083147938_zpid/,153
"528 Coastal Pl #2, Anchorage, AK 99501",895000,Condo for sale,3,3,2200,99501,https://www.zillow.com/homedetails/528-Coastal-Pl-2-Anchorage-AK-99501/2079068351_zpid/,153
"268 Cook Inlet Loop #3B, Anchorage, AK 99501",310000,Townhouse for sale,2,3,1896,99501,https://www.zillow.com/homedetails/268-Cook-Inlet-Loop-3B-Anchorage-AK-99501/122000340_zpid/,153
"927 Juneau St, Anchorage, AK 99501",175904,Auction,,,8370,99501,https://www.zillow.com/homedetails/927-Juneau-St-Anchorage-AK-99501/82588256_zpid/,153
"1170 Denali St UNIT 137, Anchorage, AK 99501",146000,Condo for sale,2,1,886,99501,https://www.zillow.com/homedetails/1170-Denali-St-UNIT-137-Anchorage-AK-99501/2078974636_zpid/,153
"1126 E 16th Ave UNIT 201, Anchorage, AK 99501",256990,Condo for sale,2,2,1232,99501,https://www.zillow.com/homedetails/1126-E-16th-Ave-UNIT-201-Anchorage-AK-99501/2089015705_zpid/,153
"303 Eyak Dr, Anchorage, AK 99501",339000,House for sale,4,3,1880,99501,https://www.zillow.com/homedetails/303-Eyak-Dr-Anchorage-AK-99501/3986_zpid/,153
"1234 Latouche St, Anchorage, AK 99501",599000,Apartment for sale,8,4,3960,99501,https://www.zillow.com/homedetails/1234-Latouche-St-Anchorage-AK-99501/2123541381_zpid/,153
"843 E 12th Ave, Anchorage, AK 99501",--,Auction,4,,2288,99501,https://www.zillow.com/homedetails/843-E-12th-Ave-Anchorage-AK-99501/2131146153_zpid/,153
"801 & 803 E 12th Ave, Anchorage, AK 99501",850000,Apartment for sale,12,12,8256,99501,https://www.zillow.com/homedetails/801-803-E-12th-Ave-Anchorage-AK-99501/2083151476_zpid/,153
"315 E 12th Ave #C-148, Anchorage, AK 99501",110000,Condo for sale,1,1,600,99501,https://www.zillow.com/homedetails/315-E-12th-Ave-C-148-Anchorage-AK-99501/3529_zpid/,153
"1523 Juneau St, Anchorage, AK 99501",675000,Apartment for sale,16,14,6025,99501,https://www.zillow.com/homedetails/1523-Juneau-St-Anchorage-AK-99501/2086613216_zpid/,153
"380 E 11th Ave #B-422, Anchorage, AK 99501",137500,Condo for sale,1,1,651,99501,https://www.zillow.com/homedetails/380-E-11th-Ave-B-422-Anchorage-AK-99501/3478_zpid/,153
"637 Fairbanks St, Anchorage, AK 99501",125000,Lot / Land for sale,,,,99501,https://www.zillow.com/homedetails/637-Fairbanks-St-Anchorage-AK-99501/3183_zpid/,153
"1330 Juneau St, Anchorage, AK 99501",489900,Apartment for sale,8,4,3240,99501,https://www.zillow.com/homedetails/1330-Juneau-St-Anchorage-AK-99501/2118432923_zpid/,153
"343 E 15th Ave, Anchorage, AK 99501",135000,Lot / Land for sale,,,,99501,https://www.zillow.com/homedetails/343-E-15th-Ave-Anchorage-AK-99501/2095376815_zpid/,153
